Ime,Država,Naziv,Classical ocena,Rapid ocena,Blitz ocena,Leto rojstva,Število iger
 Casper Cantoni ,LCA, ,0,0,0,2004,0
 Daniel Nunez ,LCA, ,0,0,0,1978,0
" DeSliva, ShellyAnn ",LCA, ,0,0,0,1972,0
" Devaux, Stephanie ",LCA, ,0,0,0,2008,0
 Donej Joseph ,LCA, ,0,0,0,2000,0
" Edwin, Toyla ",LCA, ,0,0,0,1990,0
" Evans, Keiran ",LCA, ,0,0,0,2014,0
" Gabriel, Darius ",LCA, ,0,0,0,1960,0
" Isaac-Octave, Kelci ",LCA, ,0,0,0,2003,0
 James Augustin ,LCA, ,0,0,0,1998,0
" James, Justin ",LCA, ,0,0,0,2007,0
" James, Vernesa ",LCA, ,0,0,0,1976,0
 Jay Moise ,LCA, ,0,0,0,1992,0
 Jigar Katwala ,LCA, ,0,0,0,1982,0
 Joanne Norville ,LCA, ,0,0,0,1993,0
" Leonce, Aaliyah Nakana ",LCA, ,0,0,0,2007,0
" OHiggins, Eoin ",LCA, ,0,0,0,1982,0
" Owen, Christopher ",LCA, ,0,0,0,1965,0
 Rahul Thorat ,LCA, ,0,0,0,1998,0
 Rishon Daniel ,LCA, ,0,0,0,2003,0
" Roderiquez, Antonio ",LCA, ,0,0,0,1979,0
 Rojae Cole ,LCA, ,0,0,0,2007,0
" Serieux, Kenwin ",LCA, ,0,0,0,1994,0
" Sexius, Gabrielle ",LCA, ,0,0,0,2015,0
" St. Ange, Tesa ",LCA, ,0,0,0,1976,0
 Sylvester Louis ,LCA, ,0,0,0,1963,0
 VanDyke Jude ,LCA, ,0,0,0,1957,0
" Williams, Eva ",LCA, ,0,0,0,1974,0
" Williams, Fervanus ",LCA, ,0,0,0,1988,0
 Yadhu Urs ,LCA, ,0,0,0,2003,0
" Renzi, Nicola ",SMR, CM ,2168,0,0,1979,31
" Bezzi, Massimo ",SMR, ,2068,2038,0,1962,41
" Grassi, Enrico ",SMR, FM ,1945,1897,1924,1960,221
" Maccapani, Massimiliano ",SMR, CM ,1927,0,0,1970,116
" Volpinari, Danilo ",SMR, FM ,1905,1946,1967,1969,344
" Cecchetti, Roberto ",SMR, CM ,1895,0,0,1964,97
" Righi, Ezio ",SMR, FM ,1861,1994,0,1956,292
" D`Amico, Nicola ",SMR, ,1720,1730,0,1999,6
" Berardi, Giancarlo ",SMR, ,1689,1774,1748,1960,99
" Leardini, Mirko ",SMR, ,1636,0,0,1984,10
" Herrera, Adrian ",SMR, ,1620,0,0,1986,0
" Rossini, Paul ",SMR, ,1580,1675,1645,1967,40
" Piva, Michele ",SMR, ,1535,0,0,1965,0
" Vivoli, Alessandro ",SMR, ,1503,1455,0,2002,24
" Bianchi, Elia ",SMR, ,1318,1419,0,2002,4
" Cilenti, Giuseppe Maria ",SMR, ,1233,1491,1215,1989,3
" Lazzarini, Giulia ",SMR, ,1201,0,0,1985,18
 Santi Francesco ,SMR, ,1103,0,0,1997,0
" Berardi, Mattia ",SMR, ,0,0,0,1999,0
" Biordi, Mariane ",SMR, ,0,0,0,1957,0
" Brighi, Gianpaolo ",SMR, ,0,0,0,1992,0
" Ciavatti, Lorenzo ",SMR, ,0,0,0,1999,0
" Ercolani, Lorenzo Leonardo ",SMR, ,0,0,0,2007,0
" Fantini, Elia ",SMR, ,0,0,0,1999,0
" Gasperini, Nicolo ",SMR, ,0,0,0,2001,1
" Giancecchi, Elia ",SMR, ,0,0,0,1999,0
" Guidi, Guido ",SMR, ,0,0,0,1944,55
" Ivanov, V. Vladimir ",SMR, ,0,1718,0,1961,0
" Krasnova, Elena ",SMR, ,0,0,0,1979,0
" La Monaca, Massimiliano ",SMR, ,0,0,0,1995,0
" Liotta, Mario ",SMR, ,0,0,0,1971,0
" Matteini, Palmiro ",SMR, ,0,1635,0,1958,5
" Molaroni, Massimo ",SMR, ,0,1342,0,1969,0
" Montanari, Emanuele ",SMR, ,0,0,0,1967,0
" Morganti, Mirko ",SMR, ,0,1140,0,1991,0
" Ottaviani, Walter ",SMR, ,0,0,0,1961,8
" Renzi, Vladimiro ",SMR, ,0,0,0,,0
" Rossini, Nicolas ",SMR, ,0,0,0,1999,0
 Santi Giacomo ,SMR, ,0,1075,0,1993,0
" Stefanelli, Francesco ",SMR, ,0,1384,0,1999,0
" Tabarini, Ivan ",SMR, ,0,0,1748,,34
" Valentini, Franca ",SMR, ,0,0,0,1954,0
" Vincenzi, Marco ",SMR, ,0,0,0,2003,237
" Volpinari, Luca ",SMR, ,0,0,0,1978,0
" Zafferani, Eraldo ",SMR, ,0,0,0,1959,0
" Zonzini, Guido ",SMR, ,0,0,0,1964,0
" Zonzini, Isaia ",SMR, ,0,0,0,2002,0
" Pereira, Sergio ",STP, ,2014,2040,2069,1979,265
" Rita, Jeorciley ",STP, ,1920,1888,1919,2001,44
" Santos da Costa, Jose Manuel ",STP, CM ,1916,0,0,1974,51
" Espirito Santo, Waldyr ",STP, CM ,1901,1890,1919,1986,103
" Alegre, Fabio Costa ",STP, ,1898,1840,0,2001,32
" Lima, Osvaldo Dos Santos ",STP, CM ,1832,1814,0,1968,64
" Espirito Santo, Silverio ",STP, ,1819,0,0,1958,18
" Espirito Santo, Tome ",STP, ,1810,0,0,1957,0
 Nascimento Admilton de Ceita dos Santos ,STP, ,1778,1834,0,1997,0
" Neves, Carlos Delgado ",STP, ,1763,1697,0,2003,2
" Gil, Celsio ",STP, ,1752,1652,0,1999,6
" Daio Pires Dos Santo, Leeley ",STP, ,1749,0,0,1985,0
" Lourenco de Lima, Wadmilson ",STP, ,1748,0,0,1999,16
" Costa, Alexander Gentil ",STP, ,1715,1804,0,1984,5
" Da Costa, Paulo Jorge ",STP, ,1705,0,0,1993,0
" Semedo, Adelino ",STP, ,1698,1701,0,1983,26
" Da Costa Moreira, Euler Joarce ",STP, ,1694,1686,1743,1980,19
" Rita, Jose ",STP, ,1692,1648,1667,1968,42
" Pontes, Alberto ",STP, ,1622,1561,0,1970,0
" Cravid, Abdulazis ",STP, ,1580,0,0,1978,12
" das Neves, Joel Delgado ",STP, ,1536,1591,0,2005,0
" das Neves, Wilter Afonso ",STP, ,1505,0,0,2001,0
" Neto, Euclides ",STP, ,1499,0,0,1982,0
" Viegas, Edmilson ",STP, ,1483,0,0,2001,0
" Monteiro, Anderson ",STP, ,1470,1514,0,2002,0
" Cravid, Joao Paulo Gomes ",STP, ,1468,0,0,2001,0
" Cravid, Junior ",STP, ,1435,1276,1437,2005,0
" Gomes, Marcia ",STP, WFM ,1434,0,0,2001,62
" Santos, Gelson ",STP, ,1361,0,0,1990,21
" das Neves, Ineias Delgado ",STP, ,1255,1290,0,2008,0
" Almeida, Ronildo Tavares Trindade ",STP, ,0,0,0,2007,0
" Biko, Cristiana ",STP, ,0,0,0,2004,0
" Biko, Erickson ",STP, ,0,0,0,2008,0
" Bom Jesus, Edmilson ",STP, ,0,0,0,1994,0
" Borges, Aderito Bonfim ",STP, ,0,0,0,1968,0
" Braganca, Awilson ",STP, ,0,0,0,1996,0
" Cardoso, Carlos ",STP, ,0,0,0,2007,6
" Carvalho, Erikson ",STP, ,0,0,0,2000,0
" Carvalho, Jaylson Costa Cravid ",STP, ,0,0,0,1989,0
" Chong, Neil ",STP, ,0,0,0,2008,0
" Coelho, Mercias Moreno ",STP, ,0,0,0,1994,0
" Conceicao, Ailton da ",STP, ,0,0,0,1997,0
" Correia, Eliane Afonso ",STP, ,0,0,0,2002,0
" Cosme, Albertino ",STP, ,0,0,0,1996,0
" Costa, Derio Da Silva ",STP, ,0,0,0,1995,0
" Costa, Kuame Trovoada ",STP, ,0,0,0,1982,0
" Costa, Marcelino Tavares Batista ",STP, ,0,0,0,1953,0
" Cruz, Hamilton ",STP, ,0,0,0,1972,0
" Cruz, Miguel ",STP, ,0,0,0,2014,0
" D Almeida, David ",STP, ,0,0,0,2005,0
" Damiao, Waldyner Viana ",STP, ,0,0,0,2010,0
" das Neves, Jerciley ",STP, ,0,0,0,1997,0
" Dias, Hilario ",STP, ,0,0,0,1994,0
" Dias, Silvio Graca B. Gentil ",STP, ,0,0,0,2004,0
" Dias, Vanderley ",STP, ,0,0,0,2009,0
" Domingos, Alex ",STP, ,0,0,0,1994,0
" Dos Santos, Alberto Manuel ",STP, ,0,0,0,1962,1
" Duarte, Adelino ",STP, ,0,0,0,1994,0
" Espirito Santo, Carlos Rosamonte ",STP, ,0,0,0,2003,0
" Espirito Santo, Engel Andrade ",STP, ,0,1626,0,2000,6
" Espirito Santo, Honorio ",STP, ,0,0,0,1969,0
" Espirito Santo, Lucas A do ",STP, ,0,0,0,2011,11
" Espirito Santo, Marcio ",STP, ,0,0,0,2001,0
" Espirito Santo, Paulo Jorge ",STP, ,0,0,0,1995,0
" Espirito Santo, Shachel Cardoso ",STP, ,0,0,0,2000,0
" Espirito Santo, Zico Viegas ",STP, ,0,0,0,1979,0
" Fernandes, Alexander ",STP, ,0,0,0,2011,0
" Fernandes, Erickson ",STP, ,0,0,0,2000,0
" Fernandes, Helton ",STP, ,0,0,0,2007,0
" Fernandes, Leyde ",STP, ,0,0,0,2007,0
" Ferreira, Jodiciney Bonfim ",STP, ,0,0,0,2003,0
" Freire, Eliza ",STP, ,0,0,0,2007,0
" Freitas, Jose Carlos Mendes Maquengo ",STP, ,0,0,0,2000,0
" Frota, Iazaldo Batista ",STP, ,0,0,0,1993,0
" Gil, Luis ",STP, ,0,0,0,2005,4
" Godinho, Amilcar ",STP, ,0,0,0,1969,0
" Gomes, Elquissandra da Fonseca ",STP, ,0,0,0,2003,0
" Gomes, Jerciley Fernandes ",STP, ,0,0,0,1995,0
" Gomes, Joao ",STP, ,0,0,0,2001,0
" Guimaraes, Lilya ",STP, ,0,0,0,1999,0
" Guyot, Jean-Maxime ",STP, ,0,0,0,1980,0
 Jorge Alberto Cardoso Minezes ,STP, ,0,0,0,1963,0
" Lazaro, Adilson ",STP, ,0,0,0,1991,0
" Lima, Izidora Lourenco ",STP, ,0,1347,0,2004,32
" Lima, Joelson ",STP, ,0,0,0,2005,0
" Lima, Stela Lourenco ",STP, ,0,0,0,2001,3
" Lourenco, Edimail ",STP, ,0,0,0,2006,0
" Lourenco, Sidney ",STP, ,0,0,0,2004,0
" Lourenco, Silvio Monteiro ",STP, ,0,0,0,2006,0
" Maju, Sachel Cardoso ",STP, ,0,0,0,2000,0
" Manuel, Eduardo Monteiro ",STP, ,0,0,0,1997,0
" Martins, Esmael ",STP, ,0,0,0,1999,0
" Mata, Esmael ",STP, ,0,1656,0,1999,0
" Mata, Jucineida ",STP, ,0,0,0,2001,0
" Mendes, Kalane ",STP, ,0,0,0,1986,0
" Mendonca, Erivelton ",STP, ,0,0,0,1997,0
" Menezes, Joel ",STP, ,0,0,0,2001,0
" Menezes, Tiago ",STP, ,0,0,0,2008,0
" Miguel, Jeremias Costa G ",STP, ,0,0,0,1987,0
" Monteiro, Elton A ",STP, ,0,0,0,1997,0
" Monteiro, Wileney ",STP, ,0,0,0,2000,0
" Montinho, Saume ",STP, ,0,0,0,2005,0
" Moreno, Manuel ",STP, ,0,0,0,2002,18
" Nascimento, Sebastiao ",STP, ,0,0,0,2000,0
" Nascimento, Wesley ",STP, ,0,0,0,1997,0
" Nazare, Daniel ",STP, ,0,0,0,1969,0
" Neto, Abidulay Mama ",STP, ,0,0,0,1996,0
" Neves, Nelito ",STP, ,0,0,0,1995,0
" Neves, Waldiney ",STP, ,0,0,0,1996,0
" Oliveira, Esmael ",STP, ,0,0,0,1994,0
" Oliveira, Vanderley ",STP, ,0,0,0,1997,0
" Pedroso, Tome ",STP, ,0,0,0,1996,0
 Pimentel de Sousa Felisberto ,STP, ,0,0,0,1963,5
" Pina, Paloma ",STP, ,0,0,0,2001,0
" Pires, Joab ",STP, ,0,0,0,1999,0
" Pontes, Helvania Silveira ",STP, ,0,0,0,1998,0
" Pontes, Roberto ",STP, ,0,0,0,1972,0
" Ramos, Jose ",STP, ,0,0,0,2000,0
" Ramos, Tiago Doria ",STP, ,0,0,0,2007,0
" Ramos, Wildermir ",STP, ,0,0,0,1985,0
" Ramos,Hugo ",STP, ,0,0,0,2001,0
" Rezao, Raphy ",STP, ,0,0,0,2003,0
" Ribeiro, Carla Taraveira C ",STP, ,0,0,0,2007,0
" Riopo, Antonio Aguiar ",STP, ,0,0,0,1967,0
" Rita, Braulio ",STP, ,0,0,0,1995,0
" Rita, Jeronimo Bastos ",STP, ,0,0,0,1966,0
" Rita, Jodmilson ",STP, ,0,0,0,1996,0
" Rita, Juazilmira de Oliveira Bastos ",STP, ,0,1432,0,2004,2
" Rocha, Tiago ",STP, ,0,0,0,2014,0
" Rodrigo, Janeyce ",STP, ,0,0,0,2013,0
" Rodrigues, Danilson ",STP, ,0,0,0,2007,0
" Rodrigues, Jorciley ",STP, ,0,0,0,2002,0
" Rodrigues, Ronaldo ",STP, ,0,0,0,1998,0
" Rompao, Jardel ",STP, ,0,0,0,2000,0
" Rosario, Josue Melkiades ",STP, ,0,0,0,2001,0
" Salvaterra, Abiakel Lima ",STP, ,0,0,0,1984,0
" Santos, Albertino Will ",STP, ,0,0,0,1972,0
" Santos, Alberto Manuel ",STP, ,0,0,0,1962,0
" Santos, Bruno ",STP, ,0,0,0,2004,0
" Santos, Carla ",STP, ,0,0,0,1997,0
" Santos, Elisio dos ",STP, ,0,0,0,1970,0
" Santos, Fabio T Lima dos ",STP, ,0,0,0,2012,0
" Santos, Helia ",STP, ,0,0,0,2000,0
" Sebastiao, Saisete ",STP, ,0,0,0,1997,0
" Semedo, Henrique ",STP, ,0,0,0,1995,0
" Silva, Jadmilson ",STP, ,0,0,0,1996,0
" Silva, Jakson ",STP, ,0,0,0,1998,0
" Silva, Leodisander Lopes ",STP, ,0,0,0,2007,0
" Silva, Patrick ",STP, ,0,0,0,2008,0
" Silva, Ruan Oliveira da ",STP, ,0,0,0,2015,0
" Silva, Silvio Sousa da ",STP, ,0,0,0,2003,0
" Silveira, Edmilson A L ",STP, ,0,0,0,1996,0
" Simao, Neide ",STP, ,0,0,0,2002,0
" Soares, Bill ",STP, ,0,0,0,1999,2
" Soares, Patricia Espirito Santo ",STP, ,0,0,0,2001,0
" Sousa Pontes, Edmilson ",STP, ,0,0,0,2002,0
" Sousa, Jedner de ",STP, ,0,0,0,1993,0
 Suzileiny De Castro Marques Dos Santos ,STP, ,0,0,0,1998,0
" Tavares, Erica ",STP, ,0,0,0,2005,0
" Tavares, Nivaldo ",STP, ,0,0,0,2003,0
" Tavares, Tania ",STP, ,0,0,0,2000,0
" Torres, Deusdelito Soares ",STP, ,0,1606,0,1987,0
" Torres, Jurciley Soares do N. ",STP, ,0,0,0,1996,0
" Trindade, Adjo ",STP, ,0,0,0,1993,0
" Trovoada, Eula ",STP, ,0,0,0,1999,0
" Will, Olimpia ",STP, ,0,0,0,2001,0
" Alghamdi, Ahmed M ",KSA, CM ,2107,2034,2110,1970,20
" Ishaq, Sara A ",KSA, ,2101,2001,2001,2002,0
" Alrehaili, Ahmed Abdullah S ",KSA, ,2052,1993,0,2000,70
" Firas, Mohammed ",KSA, ,2032,1932,0,1981,0
" Masrahi, Abdulrahman A ",KSA, CM ,2014,1926,1938,1991,207
" Al Thebaiti, Ahmed M ",KSA, CM ,1976,1845,1929,1992,110
" Ishaq, Alanoud ",KSA, ,1969,0,0,1996,30
" Alhassan, Aljowhrah ",KSA, ,1959,2001,0,1974,0
" Al Nhier, Hamoud ",KSA, FM ,1934,2035,1929,1991,57
" Saleem, Sarah Ismail ",KSA, ,1929,0,0,1999,0
" Bukannan, Ahmed A ",KSA, ,1899,1893,2072,1999,60
" Al Mutairi, Hassan S ",KSA, CM ,1892,1921,2061,1985,80
" Al Moustafa, Waleed ",KSA, ,1882,1782,0,1972,510
" Esshaq, Dina ",KSA, ,1882,0,0,2001,0
" Alharthi, Ahmed Mohammed A ",KSA, ,1879,1850,0,2005,22
" Al Mutairi, Abdullah F ",KSA, ,1878,1993,0,1989,18
" Alzamil, Abdulaziz ",KSA, ,1877,1753,1762,1990,0
" Al Omary, Ahmed ",KSA, ,1875,1777,1906,1966,31
" Alanazy, Mohammed ",KSA, ,1874,1774,1774,1988,46
" Al Zamel, Khaled ",KSA, ,1863,1931,1889,1958,48
" Al Helal, Fahad ",KSA, ,1858,1808,1845,1966,5
" Saleem, Sawsan Ismail ",KSA, ,1856,0,0,2002,0
" Ahmed, D ",KSA, ,1855,0,1937,1987,19
 Ahmad Ebrahim Abdulkarim ,KSA, ,1854,1891,0,1986,0
" Al Habeeb, Emad ",KSA, ,1854,1831,1929,1975,96
" Al Juhani, Bakr ",KSA, ,1854,1754,0,1985,19
" Al Otaibi, Yaser Motlaq ",KSA, ,1835,1759,0,1976,0
" Al Turky, Fahad A ",KSA, ,1831,1776,1806,1982,62
" Aloraini, Bader Mohammed ",KSA, ,1831,0,0,1990,0
" Alsulaymi, Abdullah M ",KSA, ,1830,1730,1805,1992,38
" Alharbi, Abdullah Matar ",KSA, ,1827,0,0,1990,0
" Abouraiah, Ahmed ",KSA, ,1812,0,0,1993,0
" Al Nasser, Waleed F ",KSA, ,1811,1762,0,1993,0
" Al Onizan, Fahad M ",KSA, ,1789,1937,0,1989,7
" Al Dosari, Naif ",KSA, ,1787,1690,1817,1983,4
" Al Ghamdi, Adil ",KSA, ,1786,1812,1840,1976,0
" Nyazi, Khaled ",KSA, ,1782,0,0,1976,0
" Mursi, Khalid ",KSA, ,1778,1770,0,1988,0
" Alrahily, Saud ",KSA, ,1775,0,0,1985,0
" Al Turkmani, Nail ",KSA, ,1773,1734,0,1963,3
" Al Barrak, Badar ",KSA, ,1772,0,0,1984,0
" Azzam , Omar Mohammad ",KSA, ,1770,1679,0,1993,0
" Alhasan, Abutalib Z ",KSA, ,1769,1678,0,1985,1
" Al Fayez, Abdulmalek Saud ",KSA, ,1767,1671,1726,1992,1
" Alali, Sami A ",KSA, ,1759,1674,0,1969,0
" Belali, Ahmad M ",KSA, ,1758,1726,0,1986,0
" Sulimani, Yaser ",KSA, ,1750,1701,1788,1970,25
" Al Abdali, Zeyad Saleh ",KSA, ,1749,1715,1680,1985,83
" Al Mohaya, Sulaiman A ",KSA, ,1748,1794,1777,1944,1
" Al Yousef, Suliman A ",KSA, ,1748,1761,0,1984,0
" Al farasi, Abdullah ",KSA, ,1743,1802,0,1993,0
" Alharbi, Ibraheem ",KSA, ,1740,1727,0,1991,0
" khayat, Abdullah F ",KSA, ,1739,1749,1692,1989,95
" Al Ameen, Abdulmohsen ",KSA, ,1737,1757,0,1995,0
" Al Shareef, Abdulelah M ",KSA, ,1732,1773,0,1986,1
" Khayat, Emad ",KSA, ,1730,1586,0,2002,30
" Al Balawi, Nader ",KSA, ,1726,1762,0,1984,0
" Alyassin, Bassil Najmuldin ",KSA, ,1724,1624,0,1980,0
" Al Hamad, Talal H ",KSA, ,1723,1638,0,1980,0
" Alotaibi, Mohammed Dhaidan N ",KSA, ,1720,1619,1662,2001,0
" Al Osaimi, Adil A ",KSA, ,1716,1616,1712,1972,0
" ALSEMAIL,MOHAMMED FAHAD M ",KSA, ,1714,1694,0,1997,0
" Al Harbi, Salem Abdullkareem ",KSA, ,1712,1825,0,1984,0
" Al Harthy, Faisel ",KSA, ,1708,1691,1812,1990,0
" Al Kathami , Sultan S ",KSA, ,1708,1718,0,1991,0
" Ghadoori, Mohammed ",KSA, ,1707,1757,1769,1960,0
" Al Lohidan, Haitham ",KSA, ,1700,1642,0,1992,0
" Al Tanam, Ahmad S ",KSA, ,1697,1631,0,1984,0
" Alhemdy, Sultan Khalid ",KSA, ,1696,1711,0,1993,0
" Al Baadi, Abdulaziz ",KSA, ,1695,1734,1691,1989,0
" Al Dafiri, Abdulaziz ",KSA, ,1693,1700,0,1991,0
" Al Otaibi, Mousa K ",KSA, ,1693,1616,0,1989,0
 Al Shaman Khaled Ali ,KSA, ,1692,1720,0,1990,0
" Khayat, Fareed A ",KSA, ,1689,1687,0,1956,0
" Alsulami, Ateeq ",KSA, ,1687,1713,0,1993,0
" Al Qunabit, Abdullah ",KSA, ,1686,1586,0,1991,1
" Daifallah, Ayman ",KSA, ,1685,1739,0,1983,0
" Ibraheem , Abdul Momin ",KSA, ,1685,1700,1844,1982,5
" Al Zahrani, Sattam ",KSA, ,1682,0,0,1996,0
" Al Thobaiti, Yaser ",KSA, ,1681,1581,1637,1976,0
" Al Otaibi, Abdullah ",KSA, ,1679,1743,0,1993,0
" Al Otaibi,Naser Sultan ",KSA, ,1675,0,0,1994,0
" Almalki,Naif Ali ",KSA, ,1666,0,0,1989,0
" Alfahmi, Mohammed Saed ",KSA, ,1661,0,0,1997,0
" Al Belihy, Abdulrhman ",KSA, ,1657,1710,0,1977,0
" Al Mutlaq, Ibrahim A ",KSA, ,1655,1494,1577,1989,12
" Bukhari, Mohammed ",KSA, ,1650,1627,1699,1959,26
" Alhajri , Abdulaziz ",KSA, ,1647,0,0,1990,0
" Al Ghamdi, Saeed A ",KSA, ,1646,1642,0,1993,0
" Alem, Ali Hussain ",KSA, ,1642,1644,1698,1976,64
" Al Dubaisi, Hassan S ",KSA, ,1641,1612,0,1989,0
" Rezeq Allah, Mohammed ",KSA, ,1635,0,0,1961,0
" Alsemairi, Dalia ",KSA, ,1632,0,0,1986,42
" Al Balwi, Mohamed ",KSA, ,1628,0,0,1981,0
" Al Ghamdi,Ali Mohammed ",KSA, ,1627,1606,0,1987,0
" Mussa, Mahmoud S ",KSA, ,1627,1664,1659,1985,1
" Al Gamdi, Adel ",KSA, ,1623,1523,0,1991,0
" Al Sagaf, Ali ",KSA, ,1620,0,0,1954,0
" Alnassir, Mohammed Ali ",KSA, ,1617,0,0,1974,0
" Arab, Bassam A ",KSA, ,1616,1654,0,1984,0
" Maghrabi, Abdallah A ",KSA, ,1615,1583,0,1983,0
" Jebreen, Mohammed ",KSA, ,1613,1510,0,1969,0
" Alhamdi,Thamer Lafi O ",KSA, ,1610,0,0,1983,0
" Gashgari, Faris ",KSA, ,1608,1594,1668,1963,0
" Ebraheem, Salah ",KSA, ,1607,1652,0,1972,0
" Alharbi , Majed ",KSA, ,1604,1523,0,1997,0
" Algosaibi, Salman ",KSA, ,1596,0,0,1990,0
" Ameen, Ahmed ",KSA, ,1595,1594,0,1990,0
" Al Subhi, Abdulrahman ",KSA, ,1590,1582,0,1981,0
" Abu Ateeq, Wail ",KSA, ,1584,1579,0,1961,0
" Al Holibi, Jawad ",KSA, ,1583,1636,1748,1986,0
" Algabri, Asma ",KSA, ,1583,0,0,1995,0
" Al Bargi, Hassan M ",KSA, ,1579,1577,1615,1970,20
" Al Zahrani, Ayman Q ",KSA, ,1577,0,0,1992,0
" Al Amri, Ali A ",KSA, ,1576,1525,0,1983,3
" Alharbi, Majdi Hamdi ",KSA, ,1576,1600,0,1993,0
" Al Habeeb, Saad M ",KSA, ,1568,1502,0,1969,0
" Al Otaibi, Naif S ",KSA, ,1567,1467,0,1988,0
" Ramadan , Abdulrahman ",KSA, ,1564,1592,0,1995,0
" Al Bogami, Mobarak A ",KSA, ,1563,1570,0,1992,0
" Al Suliman, Abdul Aziz ",KSA, ,1554,1454,0,1987,1
" Matthary, Nabil Rasheed ",KSA, ,1554,1531,0,1986,0
" Almani, Abdullah Ibrahim ",KSA, ,1551,0,0,1985,0
" Aljohni, Omar ",KSA, ,1549,1531,0,1991,0
" Tallayo, Marlon Adiwang ",KSA, ,1548,0,1561,1975,8
" Al Shumaimeri, Abdulelah ",KSA, ,1544,1555,0,1981,1
" Alharbi, Mohammad Hamoud ",KSA, ,1541,1573,0,1978,0
" Al Zahrani, Yahia A ",KSA, ,1540,1539,1556,1968,0
" Masad, Abdulrahman M ",KSA, ,1539,1577,0,1991,0
" Al Zahrani , Riyad ",KSA, ,1535,1462,0,1985,2
" Al Dawood, Ali Abdullah ",KSA, ,1533,1514,0,1981,0
" Al Shammary, Saad Lafy ",KSA, ,1521,1515,0,1970,0
" Al Yosif, Mishari ",KSA, ,1517,1529,0,1992,1
" Al Arqoubi, Abdullah ",KSA, ,1516,1556,0,1990,0
" Al Rahaily, Abdullah ",KSA, ,1508,1609,0,1989,0
" Al Otaibi, Talaq ",KSA, ,1507,1513,0,1975,1
" Alsadlan, Mohamad Fahad ",KSA, ,1502,1649,0,1963,0
" Martin, Louis ",KSA, ,1501,1670,1698,1988,217
" Al Sulami, Masad ",KSA, ,1498,1480,0,1984,0
 Talal Murdy Alzahrani ,KSA, ,1496,1482,0,1992,0
" Al Majed, Saed ",KSA, ,1494,0,0,1977,0
" Al Shammari, Mousa G ",KSA, ,1476,1633,0,1987,0
" Al Lehyani, Areeb A ",KSA, ,1473,0,0,1988,0
" Almutairi, Abdulhadi Saad A. ",KSA, ,1471,0,0,1992,0
" Aref, Mansoor ",KSA, ,1471,0,0,1976,0
" Altamimi, Abdulhakim Mansour ",KSA, ,1468,1462,0,1995,0
" Al Zhrani, Fareed R ",KSA, ,1467,1407,0,1980,0
" Alrawdhan, Saleh Naser Saleh ",KSA, ,1466,0,0,1990,0
" Bin Shilash, Bedor Mohammed ",KSA, ,1459,1451,0,1996,23
" Ahmed, Jalal N ",KSA, ,1451,0,0,1983,0
" Alissa, Abdullah ",KSA, ,1447,1464,0,1986,0
" Al Ghamdi, Saleh A ",KSA, ,1441,0,0,1993,0
" Al Qahtani, Yasser ",KSA, ,1441,1431,0,1980,0
" Aljameel, Sultan Anwar ",KSA, ,1426,1403,1260,2005,0
 Dobe Abdullah ,KSA, ,1422,1454,0,1979,0
" Al Fahad,Ibrahim Mohammad ",KSA, ,1421,1550,0,1965,0
"  Alwajaan, Dhary Abdullah ",KSA, ,1416,1617,0,1994,0
" Albalawi, Nasser ",KSA, ,1415,1394,0,1983,0
 Al Enazi Suleiman Mohammed ,KSA, ,1411,0,0,1990,0
" Alkathiri, Hamad ",KSA, ,1407,0,0,1992,0
" Al Awad, Naser ",KSA, ,1404,1434,0,1988,1
" Al Osaimi, Abdullah M ",KSA, ,1402,0,0,1974,0
" Aluzali, Muteib ",KSA, ,1398,0,0,1975,1
" Algubaishi, Afnan Hassan ",KSA, ,1393,1788,0,1992,52
" Al Saadi, Abdul Hakim ",KSA, ,1384,1528,0,1991,0
" Shalhoub, Mahmoud M ",KSA, ,1368,0,0,1978,0
" Jamaan, Asim ",KSA, ,1362,1384,0,1987,0
" Al Hamadi, Ali ",KSA, ,1359,1353,0,1996,9
" Al Muhmad, Ahmad ",KSA, ,1359,0,0,1993,0
" Al Ghamdi,Omar Mohammed ",KSA, ,1338,0,0,1991,0
" Al Zahrani, Khalid Y ",KSA, ,1321,0,0,1989,0
" Al Sadeq, Ameen ",KSA, ,1295,1254,1227,1981,0
" Albogami, Wadahe Mushra G ",KSA, ,1283,0,0,1995,11
" Al Sadeq, Mohammed ",KSA, ,1198,1193,0,2000,0
" Jayakumar, Sanjith ",KSA, ,1190,1487,0,1986,0
" Milibari, Siraj ",KSA, ,1036,1060,1082,1978,1
" Azzam, Obey ",KSA, ,1008,1009,0,2002,8
" Aati, Shahad Mohammed I ",KSA, ,0,0,0,1994,0
" Aati, Shumukh Mohammed ",KSA, ,0,0,0,2006,0
" Ababtain, Majed Ibrahim ",KSA, ,0,0,0,1995,0
" Ababtain, Nouf ",KSA, ,0,0,0,1995,0
" Ababtain, Sara ",KSA, ,0,0,0,1986,0
" Abahussain,Abdullah Othman ",KSA, ,0,0,0,1991,0
" Abanmi,Danah Abdulrahman N ",KSA, ,0,0,0,2013,0
" Abbas, Ali Ahmed ",KSA, ,0,0,0,1979,0
" ABBAs,ALaaaldin Ahmed ",KSA, ,0,0,0,1950,0
" Abboud, Fadee ",KSA, ,0,0,0,2003,3
" Abd Allah, Abdi Noor ",KSA, ,0,0,0,1997,0
